Timestamp;Frame HEX;ID;Sts;FlightStatus;GNSS Fix;GNSS Fix Type;Lat;LatFloat;Lon;LonFloat;Altitude GNSS;Altitude Baro;Pressure;Pressure Float;Temperature;Temperature Float;Acc X;Acc X Float;Acc Y;Acc Y Float;Acc Z;Acc Z Float;Gyro X;Gyro X Float;Gyro Y;Gyro Y Float;Gyro Z;Gyro Z Float;Annex 0;Annex 0 Float;Annex 1;Annex 1 Float;CRC Received;CRC Calculated;CRC Check
[00:41:33.206] ;25 04 3f 00 8b 46 f5 19 fc 0c e3 00 c0 00 02 0f cb ff 1f 08 10 00 0d 00 b9 ff ef ff 00 00 00 00 c1;3;193;1;0;0;435504779;43.5505;14879996;1.488;192;41.6343;4129829;1008.26;3842;38.42;-53;-0.0258789;2079;1.01514;16;0.0078125;13;0.793457;-71;-4.3335;-17;-1.0376;0;-2048;0;-2048;0;0;1
[00:41:33.712] ;92 04 3f 00 8b 46 f5 19 fc 0c e3 00 c0 00 02 0f dd ff 1f 08 21 00 12 00 9e ff ec ff 00 00 00 00 c1;3;193;1;0;0;435504779;43.5505;14879996;1.488;192;41.4124;4129938;1008.29;3842;38.42;-35;-0.0170898;2079;1.01514;33;0.0161133;18;1.09863;-98;-5.98145;-20;-1.2207;0;-2048;0;-2048;0;0;1
[00:41:34.207] ;d6 03 3f 00 8b 46 f5 19 fc 0c e3 00 c0 00 02 0f cc ff 19 08 48 00 0d 00 bd ff ed ff 00 00 00 00 c1;3;193;1;0;0;435504779;43.5505;14879996;1.488;192;41.7955;4129750;1008.24;3842;38.42;-52;-0.0253906;2073;1.01221;72;0.0351563;13;0.793457;-67;-4.08936;-19;-1.15967;0;-2048;0;-2048;0;0;1
[00:41:34.708] ;55 04 3f 00 8b 46 f5 19 fc 0c e3 00 c0 00 02 0f d3 ff 1e 08 0d 00 12 00 bb ff f1 ff 00 00 00 00 c1;3;193;1;0;0;435504779;43.5505;14879996;1.488;192;41.5365;4129877;1008.27;3842;38.42;-45;-0.0219727;2078;1.01465;13;0.00634766;18;1.09863;-69;-4.21143;-15;-0.915527;0;-2048;0;-2048;0;0;1
[00:41:35.208] ;e1 03 3f 00 8b 46 f5 19 fc 0c e3 00 c0 00 01 0f d1 ff 1f 08 36 00 10 00 c3 ff f0 ff 00 00 00 00 c1;3;193;1;0;0;435504779;43.5505;14879996;1.488;192;41.7743;4129761;1008.24;3841;38.41;-47;-0.0229492;2079;1.01514;54;0.0263672;16;0.976563;-61;-3.72314;-16;-0.976563;0;-2048;0;-2048;0;0;1
[00:41:35.710] ;ce 03 3f 00 8b 46 f5 19 fc 0c e3 00 c0 00 01 0f e2 ff 20 08 32 00 10 00 ab ff ee ff 00 00 00 00 c1;3;193;1;0;0;435504779;43.5505;14879996;1.488;192;41.8113;4129742;1008.24;3841;38.41;-30;-0.0146484;2080;1.01563;50;0.0244141;16;0.976563;-85;-5.18799;-18;-1.09863;0;-2048;0;-2048;0;0;1
[00:41:36.210] ;3a 04 3f 00 f1 7b f5 19 53 ed e2 00 aa 00 01 0f f0 ff 1d 08 1f 00 11 00 c3 ff ee ff 00 00 00 00 d9;3;217;1;0;3;435518449;43.5518;14871891;1.48719;170;41.592;4129850;1008.26;3841;38.41;-16;-0.0078125;2077;1.01416;31;0.0151367;17;1.0376;-61;-3.72314;-18;-1.09863;0;-2048;0;-2048;0;0;1
[00:41:36.712] ;9e 04 3f 00 93 7a f5 19 ff ed e2 00 ac 00 01 0f 02 00 20 08 38 00 0d 00 c8 ff f0 ff 00 00 00 00 d9;3;217;1;0;3;435518099;43.5518;14872063;1.48721;172;41.3886;4129950;1008.29;3841;38.41;2;0.000976563;2080;1.01563;56;0.0273438;13;0.793457;-56;-3.41797;-16;-0.976563;0;-2048;0;-2048;0;0;1
[00:41:37.214] ;30 04 3f 00 fc 77 f5 19 d4 ef e2 00 b1 00 00 0f d0 ff 1d 08 03 00 12 00 d9 ff f5 ff 00 00 00 00 d9;3;217;1;0;3;435517436;43.5517;14872532;1.48725;177;41.6132;4129840;1008.26;3840;38.4;-48;-0.0234375;2077;1.01416;3;0.00146484;18;1.09863;-39;-2.38037;-11;-0.671387;0;-2048;0;-2048;0;0;1
[00:41:37.713] ;7d 04 3f 00 e2 76 f5 19 86 f0 e2 00 b2 00 02 0f c2 ff 1b 08 68 00 10 00 cb ff ea ff 00 00 00 00 d9;3;217;1;0;3;435517154;43.5517;14872710;1.48727;178;41.4546;4129917;1008.28;3842;38.42;-62;-0.0302734;2075;1.01318;104;0.0507813;16;0.976563;-53;-3.23486;-22;-1.34277;0;-2048;0;-2048;0;0;1
[00:41:38.214] ;63 04 3f 00 91 76 f5 19 90 f0 e2 00 b1 00 02 0f e7 ff 1a 08 20 00 0b 00 b3 ff ea ff 00 00 00 00 d9;3;217;1;0;3;435517073;43.5517;14872720;1.48727;177;41.5075;4129891;1008.27;3842;38.42;-25;-0.012207;2074;1.0127;32;0.015625;11;0.671387;-77;-4.69971;-22;-1.34277;0;-2048;0;-2048;0;0;1
[00:41:38.719] ;d7 03 3f 00 ea 75 f5 19 17 f0 e2 00 aa 00 03 0f d8 ff 26 08 2e 00 13 00 b7 ff f0 ff 00 00 00 00 d9;3;217;1;0;3;435516906;43.5517;14872599;1.48726;170;41.7955;4129751;1008.24;3843;38.43;-40;-0.0195313;2086;1.01855;46;0.0224609;19;1.15967;-73;-4.45557;-16;-0.976563;0;-2048;0;-2048;0;0;1
[00:41:39.216] ;4c 04 3f 00 a9 75 f5 19 0b ef e2 00 a0 00 03 0f e6 ff 1e 08 24 00 10 00 c5 ff ef ff 00 00 00 00 d9;3;217;1;0;3;435516841;43.5517;14872331;1.48723;160;41.555;4129868;1008.27;3843;38.43;-26;-0.0126953;2078;1.01465;36;0.0175781;16;0.976563;-59;-3.60107;-17;-1.0376;0;-2048;0;-2048;0;0;1
[00:41:39.717] ;6c 04 3f 00 ac 75 f5 19 72 ee e2 00 9c 00 03 0f e7 ff 1d 08 3f 00 0f 00 c5 ff ee ff 00 00 00 00 d9;3;217;1;0;3;435516844;43.5517;14872178;1.48722;156;41.4916;4129900;1008.28;3843;38.43;-25;-0.012207;2077;1.01416;63;0.0307617;15;0.915527;-59;-3.60107;-18;-1.09863;0;-2048;0;-2048;0;0;1
[00:41:40.221] ;e8 04 3f 00 96 75 f5 19 e6 ed e2 00 96 00 03 0f 0a 00 20 08 28 00 0d 00 b3 ff f1 ff 00 00 00 00 d9;3;217;1;0;3;435516822;43.5517;14872038;1.4872;150;41.238;4130024;1008.31;3843;38.43;10;0.00488281;2080;1.01563;40;0.0195313;13;0.793457;-77;-4.69971;-15;-0.915527;0;-2048;0;-2048;0;0;1
[00:41:40.719] ;6d 04 3f 00 8f 75 f5 19 c2 ed e2 00 94 00 03 0f 00 00 20 08 23 00 15 00 ab ff ee ff 00 00 00 00 d9;3;217;1;0;3;435516815;43.5517;14872002;1.4872;148;41.489;4129901;1008.28;3843;38.43;0;0;2080;1.01563;35;0.0170898;21;1.28174;-85;-5.18799;-18;-1.09863;0;-2048;0;-2048;0;0;1
[00:41:41.218] ;46 04 3f 00 90 75 f5 19 c6 ed e2 00 94 00 04 0f dd ff 1c 08 60 00 0e 00 a4 ff ef ff 00 00 00 00 d9;3;217;1;0;3;435516816;43.5517;14872006;1.4872;148;41.5683;4129862;1008.27;3844;38.44;-35;-0.0170898;2076;1.01367;96;0.046875;14;0.854492;-92;-5.61523;-17;-1.0376;0;-2048;0;-2048;0;0;1
[00:41:41.719] ;78 04 3f 00 9e 75 f5 19 09 ed e2 00 8f 00 03 0f df ff 1e 08 1a 00 10 00 d6 ff ef ff 00 00 00 00 d9;3;217;1;0;3;435516830;43.5517;14871817;1.48718;143;41.4652;4129912;1008.28;3843;38.43;-33;-0.0161133;2078;1.01465;26;0.0126953;16;0.976563;-42;-2.56348;-17;-1.0376;0;-2048;0;-2048;0;0;1
[00:41:42.223] ;e0 04 3f 00 b8 75 f5 19 ca eb e2 00 86 00 03 0f d5 ff 20 08 44 00 11 00 c5 ff ec ff 00 00 00 00 d9;3;217;1;0;3;435516856;43.5517;14871498;1.48715;134;41.2538;4130016;1008.3;3843;38.43;-43;-0.0209961;2080;1.01563;68;0.0332031;17;1.0376;-59;-3.60107;-20;-1.2207;0;-2048;0;-2048;0;0;1
[00:41:42.721] ;62 04 3f 00 08 75 f5 19 95 ea e2 00 7b 00 03 0f e8 ff 1d 08 28 00 10 00 ae ff ef ff 00 00 00 00 d9;3;217;1;0;3;435516680;43.5517;14871189;1.48712;123;41.5101;4129890;1008.27;3843;38.43;-24;-0.0117188;2077;1.01416;40;0.0195313;16;0.976563;-82;-5.00488;-17;-1.0376;0;-2048;0;-2048;0;0;1
[00:41:43.222] ;e8 03 3f 00 c4 74 f5 19 26 e9 e2 00 73 00 03 0f c6 ff 19 08 30 00 0c 00 c7 ff ed ff 00 00 00 00 d9;3;217;1;0;3;435516612;43.5517;14870822;1.48708;115;41.7585;4129768;1008.24;3843;38.43;-58;-0.0283203;2073;1.01221;48;0.0234375;12;0.732422;-57;-3.479;-19;-1.15967;0;-2048;0;-2048;0;0;1
[00:41:43.726] ;9f 03 3f 00 5b 75 f5 19 ef e7 e2 00 6e 00 02 0f ea ff 1e 08 33 00 12 00 cd ff ee ff 00 00 00 00 d9;3;217;1;0;3;435516763;43.5517;14870511;1.48705;110;41.9091;4129695;1008.23;3842;38.42;-22;-0.0107422;2078;1.01465;51;0.0249023;18;1.09863;-51;-3.11279;-18;-1.09863;0;-2048;0;-2048;0;0;1
[00:41:44.225] ;05 04 3f 00 f0 75 f5 19 45 e6 e2 00 68 00 02 0f d9 ff 1e 08 3c 00 0d 00 a9 ff ef ff 00 00 00 00 c1;3;193;1;0;0;435516912;43.5517;14870085;1.48701;104;41.7004;4129797;1008.25;3842;38.42;-39;-0.019043;2078;1.01465;60;0.0292969;13;0.793457;-87;-5.31006;-17;-1.0376;0;-2048;0;-2048;0;0;1
[00:41:44.724] ;95 04 3f 00 97 76 f5 19 0a e5 e2 00 66 00 02 0f d0 ff 20 08 28 00 10 00 aa ff eb ff 00 00 00 00 c1;3;193;1;0;0;435517079;43.5517;14869770;1.48698;102;41.4071;4129941;1008.29;3842;38.42;-48;-0.0234375;2080;1.01563;40;0.0195313;16;0.976563;-86;-5.24902;-21;-1.28174;0;-2048;0;-2048;0;0;1
[00:41:45.224] ;70 04 3f 00 ea 76 f5 19 6d e4 e2 00 65 00 02 0f cf ff 1d 08 3a 00 0f 00 b8 ff ed ff 00 00 00 00 c1;3;193;1;0;0;435517162;43.5517;14869613;1.48696;101;41.4811;4129904;1008.28;3842;38.42;-49;-0.0239258;2077;1.01416;58;0.0283203;15;0.915527;-72;-4.39453;-19;-1.15967;0;-2048;0;-2048;0;0;1
[00:41:45.728] ;94 04 3f 00 90 77 f5 19 33 e3 e2 00 63 00 02 0f e3 ff 1b 08 37 00 0f 00 b9 ff f0 ff 00 00 00 00 c1;3;193;1;0;0;435517328;43.5517;14869299;1.48693;99;41.4097;4129940;1008.29;3842;38.42;-29;-0.0141602;2075;1.01318;55;0.0268555;15;0.915527;-71;-4.3335;-16;-0.976563;0;-2048;0;-2048;0;0;1
[00:41:46.227] ;ab 03 3f 00 36 78 f5 19 f8 e1 e2 00 60 00 02 0f d5 ff 1f 08 32 00 0f 00 b8 ff ee ff 00 00 00 00 c1;3;193;1;0;0;435517494;43.5518;14868984;1.4869;96;41.8853;4129707;1008.23;3842;38.42;-43;-0.0209961;2079;1.01514;50;0.0244141;15;0.915527;-72;-4.39453;-18;-1.09863;0;-2048;0;-2048;0;0;1
[00:41:46.728] ;ac 04 3f 00 8a 78 f5 19 5b e1 e2 00 5f 00 02 0f de ff 1e 08 2a 00 0f 00 b5 ff ee ff 00 00 00 00 c1;3;193;1;0;0;435517578;43.5518;14868827;1.48688;95;41.3595;4129964;1008.29;3842;38.42;-34;-0.0166016;2078;1.01465;42;0.0205078;15;0.915527;-75;-4.57764;-18;-1.09863;0;-2048;0;-2048;0;0;1
[00:41:47.231] ;c0 04 3f 00 30 79 f5 19 21 e0 e2 00 5d 00 03 0f d1 ff 1b 08 25 00 0f 00 ba ff ed ff 00 00 00 00 c1;3;193;1;0;0;435517744;43.5518;14868513;1.48685;93;41.3199;4129984;1008.3;3843;38.43;-47;-0.0229492;2075;1.01318;37;0.0180664;15;0.915527;-70;-4.27246;-19;-1.15967;0;-2048;0;-2048;0;0;1
[00:41:47.728] ;be 03 3f 00 d6 79 f5 19 e6 de e2 00 5b 00 03 0f dd ff 1d 08 28 00 0f 00 b9 ff ee ff 00 00 00 00 c1;3;193;1;0;0;435517910;43.5518;14868198;1.48682;91;41.8457;4129726;1008.23;3843;38.43;-35;-0.0170898;2077;1.01416;40;0.0195313;15;0.915527;-71;-4.3335;-18;-1.09863;0;-2048;0;-2048;0;0;1
[00:41:48.229] ;9e 04 3f 00 29 7a f5 19 49 de e2 00 5a 00 03 0f d1 ff 1a 08 3c 00 11 00 bb ff ee ff 00 00 00 00 c1;3;193;1;0;0;435517993;43.5518;14868041;1.4868;90;41.3886;4129950;1008.29;3843;38.43;-47;-0.0229492;2074;1.0127;60;0.0292969;17;1.0376;-69;-4.21143;-18;-1.09863;0;-2048;0;-2048;0;0;1
[00:41:48.735] ;48 04 3f 00 d0 7a f5 19 0f dd e2 00 58 00 04 0f d2 ff 23 08 26 00 0f 00 b7 ff ee ff 00 00 00 00 c1;3;193;1;0;0;435518160;43.5518;14867727;1.48677;88;41.563;4129864;1008.27;3844;38.44;-46;-0.0224609;2083;1.01709;38;0.0185547;15;0.915527;-73;-4.45557;-18;-1.09863;0;-2048;0;-2048;0;0;1
[00:41:49.230] ;43 04 3f 00 76 7b f5 19 d4 db e2 00 55 00 03 0f d1 ff 1b 08 30 00 0f 00 b6 ff ee ff 00 00 00 00 c1;3;193;1;0;0;435518326;43.5518;14867412;1.48674;85;41.5735;4129859;1008.27;3843;38.43;-47;-0.0229492;2075;1.01318;48;0.0234375;15;0.915527;-74;-4.5166;-18;-1.09863;0;-2048;0;-2048;0;0;1
[00:41:49.731] ;dc 03 3f 00 c9 7b f5 19 37 db e2 00 54 00 03 0f d4 ff 1f 08 30 00 10 00 b7 ff ed ff 00 00 00 00 c1;3;193;1;0;0;435518409;43.5518;14867255;1.48673;84;41.7849;4129756;1008.24;3843;38.43;-44;-0.0214844;2079;1.01514;48;0.0234375;16;0.976563;-73;-4.45557;-19;-1.15967;0;-2048;0;-2048;0;0;1
[00:41:50.232] ;40 04 3f 00 70 7c f5 19 fd d9 e2 00 52 00 03 0f dd ff 21 08 2a 00 0e 00 b4 ff ec ff 00 00 00 00 c1;3;193;1;0;0;435518576;43.5519;14866941;1.48669;82;41.5788;4129856;1008.27;3843;38.43;-35;-0.0170898;2081;1.01611;42;0.0205078;14;0.854492;-76;-4.63867;-20;-1.2207;0;-2048;0;-2048;0;0;1
[00:41:50.736] ;5e 04 3f 00 16 7d f5 19 c3 d8 e2 00 50 00 03 0f d2 ff 1b 08 28 00 0e 00 b8 ff ee ff 00 00 00 00 c1;3;193;1;0;0;435518742;43.5519;14866627;1.48666;80;41.5181;4129886;1008.27;3843;38.43;-46;-0.0224609;2075;1.01318;40;0.0195313;14;0.854492;-72;-4.39453;-18;-1.09863;0;-2048;0;-2048;0;0;1
[00:41:51.233] ;c0 04 3f 00 69 7d f5 19 25 d8 e2 00 4f 00 02 0f cd ff 21 08 30 00 0e 00 b9 ff ed ff 00 00 00 00 c1;3;193;1;0;0;435518825;43.5519;14866469;1.48665;79;41.3199;4129984;1008.3;3842;38.42;-51;-0.0249023;2081;1.01611;48;0.0234375;14;0.854492;-71;-4.3335;-19;-1.15967;0;-2048;0;-2048;0;0;1
[00:41:51.734] ;16 04 3f 00 10 7e f5 19 eb d6 e2 00 4d 00 03 0f da ff 1d 08 43 00 0e 00 c0 ff eb ff 00 00 00 00 c1;3;193;1;0;0;435518992;43.5519;14866155;1.48662;77;41.666;4129814;1008.26;3843;38.43;-38;-0.0185547;2077;1.01416;67;0.0327148;14;0.854492;-64;-3.90625;-21;-1.28174;0;-2048;0;-2048;0;0;1
[00:41:52.240] ;0a 04 3f 00 b6 7e f5 19 b1 d5 e2 00 4a 00 02 0f dc ff 20 08 33 00 10 00 b8 ff ef ff 00 00 00 00 c1;3;193;1;0;0;435519158;43.5519;14865841;1.48658;74;41.6898;4129802;1008.25;3842;38.42;-36;-0.0175781;2080;1.01563;51;0.0249023;16;0.976563;-72;-4.39453;-17;-1.0376;0;-2048;0;-2048;0;0;1
[00:41:52.735] ;a0 04 3f 00 09 7f f5 19 13 d5 e2 00 49 00 03 0f da ff 1f 08 2b 00 10 00 af ff ef ff 00 00 00 00 c1;3;193;1;0;0;435519241;43.5519;14865683;1.48657;73;41.3833;4129952;1008.29;3843;38.43;-38;-0.0185547;2079;1.01514;43;0.0209961;16;0.976563;-81;-4.94385;-17;-1.0376;0;-2048;0;-2048;0;0;1
[00:41:53.236] ;eb 03 3f 00 af 7f f5 19 d9 d3 e2 00 47 00 02 0f dc ff 1f 08 17 00 0f 00 b8 ff f0 ff 00 00 00 00 c1;3;193;1;0;0;435519407;43.5519;14865369;1.48654;71;41.7532;4129771;1008.24;3842;38.42;-36;-0.0175781;2079;1.01514;23;0.0112305;15;0.915527;-72;-4.39453;-16;-0.976563;0;-2048;0;-2048;0;0;1
[00:41:53.737] ;cc 03 3f 00 56 80 f5 19 9f d2 e2 00 45 00 02 0f de ff 1d 08 32 00 10 00 b5 ff ed ff 00 00 00 00 c1;3;193;1;0;0;435519574;43.552;14865055;1.48651;69;41.8166;4129740;1008.24;3842;38.42;-34;-0.0166016;2077;1.01416;50;0.0244141;16;0.976563;-75;-4.57764;-19;-1.15967;0;-2048;0;-2048;0;0;1
[00:41:54.239] ;f6 03 3f 00 a9 80 f5 19 01 d2 e2 00 44 00 03 0f db ff 20 08 2d 00 10 00 bb ff ef ff 00 00 00 00 c1;3;193;1;0;0;435519657;43.552;14864897;1.48649;68;41.7321;4129782;1008.25;3843;38.43;-37;-0.0180664;2080;1.01563;45;0.0219727;16;0.976563;-69;-4.21143;-17;-1.0376;0;-2048;0;-2048;0;0;1
[00:41:54.738] ;88 04 3f 00 4f 81 f5 19 c7 d0 e2 00 42 00 03 0f f3 ff 22 08 32 00 08 00 da ff f4 ff 00 00 00 00 c1;3;193;1;0;0;435519823;43.552;14864583;1.48646;66;41.4335;4129928;1008.28;3843;38.43;-13;-0.00634766;2082;1.0166;50;0.0244141;8;0.488281;-38;-2.31934;-12;-0.732422;0;-2048;0;-2048;0;0;1
[00:41:55.238] ;53 04 3f 00 f6 81 f5 19 8d cf e2 00 3f 00 04 0f cd ff 1c 08 37 00 10 00 bd ff ea ff 00 00 00 00 c1;3;193;1;0;0;435519990;43.552;14864269;1.48643;63;41.5418;4129875;1008.27;3844;38.44;-51;-0.0249023;2076;1.01367;55;0.0268555;16;0.976563;-67;-4.08936;-22;-1.34277;0;-2048;0;-2048;0;0;1
[00:41:55.742] ;4e 04 3f 00 49 82 f5 19 ef ce e2 00 3e 00 04 0f d3 ff 1f 08 3a 00 0d 00 a6 ff f0 ff 00 00 00 00 c1;3;193;1;0;0;435520073;43.552;14864111;1.48641;62;41.5524;4129870;1008.27;3844;38.44;-45;-0.0219727;2079;1.01514;58;0.0283203;13;0.793457;-90;-5.49316;-16;-0.976563;0;-2048;0;-2048;0;0;1
[00:41:56.240] ;04 04 3f 00 ef 82 f5 19 b5 cd e2 00 3c 00 03 0f e3 ff 1b 08 3b 00 10 00 b3 ff ef ff 00 00 00 00 c1;3;193;1;0;0;435520239;43.552;14863797;1.48638;60;41.703;4129796;1008.25;3843;38.43;-29;-0.0141602;2075;1.01318;59;0.0288086;16;0.976563;-77;-4.69971;-17;-1.0376;0;-2048;0;-2048;0;0;1
[00:41:56.741] ;b5 03 3f 00 95 83 f5 19 7b cc e2 00 3a 00 04 0f e1 ff 22 08 23 00 10 00 b7 ff f2 ff 00 00 00 00 c1;3;193;1;0;0;435520405;43.552;14863483;1.48635;58;41.8642;4129717;1008.23;3844;38.44;-31;-0.0151367;2082;1.0166;35;0.0170898;16;0.976563;-73;-4.45557;-14;-0.854492;0;-2048;0;-2048;0;0;1
[00:41:57.248] ;6a 04 3f 00 e9 83 f5 19 de cb e2 00 39 00 04 0f be ff 1e 08 24 00 0c 00 cd ff f1 ff 00 00 00 00 c1;3;193;1;0;0;435520489;43.552;14863326;1.48633;57;41.4943;4129898;1008.28;3844;38.44;-66;-0.0322266;2078;1.01465;36;0.0175781;12;0.732422;-51;-3.11279;-15;-0.915527;0;-2048;0;-2048;0;0;1
[00:41:57.743] ;03 04 3f 00 8f 84 f5 19 a3 ca e2 00 37 00 04 0f e6 ff 24 08 2c 00 0f 00 cb ff f0 ff 00 00 00 00 c1;3;193;1;0;0;435520655;43.5521;14863011;1.4863;55;41.7057;4129795;1008.25;3844;38.44;-26;-0.0126953;2084;1.01758;44;0.0214844;15;0.915527;-53;-3.23486;-16;-0.976563;0;-2048;0;-2048;0;0;1
[00:41:58.243] ;44 04 3f 00 35 85 f5 19 69 c9 e2 00 34 00 05 0f fa ff 1f 08 37 00 0d 00 cc ff ee ff 00 00 00 00 c1;3;193;1;0;0;435520821;43.5521;14862697;1.48627;52;41.5709;4129860;1008.27;3845;38.45;-6;-0.00292969;2079;1.01514;55;0.0268555;13;0.793457;-52;-3.17383;-18;-1.09863;0;-2048;0;-2048;0;0;1
